URL,Manufacturer,Additional Descriptions,Product Description,Data ASIN
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMzAwMjA3NDYyMDA2NDU6MTY4NTAyNDI3NjpzcF9hdGZfbmV4dDoyMDA2Mzc4NDQ1ODA5ODo6MDo6&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B68Z3X7D%2Fref%3Dsr_1_33_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024276%26sprefix%3Dba%252Caps%252C283%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Acefour Accessories Pvt. Ltd.,['Handcrafted with care and made up of premium quality robust material'],,B0B68Z3X7D
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMzAwMjA3NDYyMDA2NDU6MTY4NTAyNDI3NjpzcF9hdGZfbmV4dDoyMDE1MTg2MDgzMzQ5ODo6MDo6&url=%2FKenneth-Cole-Reaction-Polyester-Backpack%2Fdp%2FB07GX3PWNK%2Fref%3Dsr_1_34_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024276%26sprefix%3Dba%252Caps%252C283%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Heritage-Kenneth Cole Luggage,"['polyester', 'Imported', 'polyester lining', '155"" shoulder drop', '155"" high; 1125"" wide; Pockets: 7 slip, 2 zip, 4 exterior']",,B07GX3PWNK
https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1685024276&sprefix=ba%2Caps%2C283&sr=8-35,"Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039","['Pattern Type : Pure Color || Closure Type : Zipper || Gender : Unisex', 'Material : Snow Yarn Polyester Fabric || Handle/Strap Type : Soft Handle/Adjustable Shoulder Straps', 'Dimensions : 12.5 * 18 Inch || Capacity : 25 Litre || Fit for 15.6 Inch Laptops/Notebooks', 'Two Side Water Bottle Pockets || One Main Compartment And A Front Pocket', 'Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry']",,B07K8KLB3P
https://www.amazon.in//Fur-Jaden-Black-Waterproof-Backpack/dp/B078GLXMDY/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1685024276&sprefix=ba%2Caps%2C283&sr=8-36,16-Dec-17,"['KEY FEATURES - Black Colour Backpack for Men and Women for Stylish Office use as well as for Trendy College students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories.', 'Charging On the Go - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging. Note: We do not provide Power Bank with this Bag.', 'Anti Theft Design - This backpack by Fur Jaden has anti theft design where zipper of the main pocket is hidden at the back. No thief, intruder or robber can find a way to open the backpack, making this totally theft proof. There are secret pockets on the shoulder strap and on the backside of the bag allowing us to keep travel documents, boarding pass, credit cards, mobile phone, earphones etc.', 'Durable and Sturdy - Made from durable quality polymer fabric, this Fur Jaden backpack is sturdy and reliable. Flaunt this bag with style and enjoy life with this low maintenance bag which is also washable. This backpack is also suitable for school or college.', 'Warranty - 1 Year Manufacturer Warranty Against Manufacturing Defects']",,B078GLXMDY
https://www.amazon.in//ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC/ref=sr_1_37?crid=2M096C61O4MLT&keywords=bags&qid=1685024276&sprefix=ba%2Caps%2C283&sr=8-37,ADISA,"['Adjustable Shoulder Handles / Two Bottle holders / Padded Top Handle / Reflector Logo', 'NOT INCLUDED: NO RAINCOVER, Headphone & Cable (Images only for display)', 'Laptop Size : 15.6 inches and below (Bigger than 15.6 inches not recommended)', 'Compartments: 2 with full padding; Front Easy-Access Pocket', 'Dimensions : L x W x H- 12 x 7 x 18 inches']"," ADISA Light Weight Casual Laptop Backpack is one such multi-purpose bag created with extra-large compartmentS and pockets to organize every big and small accessory. Made of lightweight polyester, it is durable, waterproof and easy to carry. It can be cleaned easily or washed manually. If you are looking for money worth and durable backpack, then try this edition. ",B07G3CG9FC
https://www.amazon.in//Safari-Casual-Backpack-Charging-Resistant/dp/B09B2581S9/ref=sr_1_38?crid=2M096C61O4MLT&keywords=bags&qid=1685024276&sprefix=ba%2Caps%2C283&sr=8-38,Safari Industries,"['100% Polyester, High Quality, Durable and Water Resistant Fabric', 'Front storage pocket keeps smaller items neatly organized and easy to access', 'Mesh pockets on both sides to accommodate your water bottle and umbrella', 'USB Charging Point to Charge On the Go - With our attached charging dock, now charing on the go is easier than before. Important Note: We do not provide Free Portable Charger with the Bag; 1-year International Warranty against manufacturing defects', 'Special Features: Lightweight; Closure Type: Zipper; Age Range Description: Adult']",,B09B2581S9
https://www.amazon.in//ADISA-Casual-Backpack-School-College/dp/B0BX3QFVSM/ref=sr_1_39?crid=2M096C61O4MLT&keywords=bags&qid=1685024276&sprefix=ba%2Caps%2C283&sr=8-39,ADISA,"['Material: Water Resistant Light-Weight Polyester', 'Compartments: 2 (padded) + 1 front easy-access pocket', 'Laptop Size : 15.6 inches and below (Bigger than 15.6 inches not recommended)', 'Dimensions: LxWxH- 31 x 20 x 47 cms', 'Adjustable Padded Shoulder straps / 2 Bottle holders / Padded Top-handle / Reflector Logo']",,B0BX3QFVSM
https://www.amazon.in//Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_40?crid=2M096C61O4MLT&keywords=bags&qid=1685024276&sprefix=ba%2Caps%2C283&sr=8-40,B084ZHP97M,"['ERGONOMIC DESIGN: This ergonomic bag features zippered security pockets in the front, back and main compartment. The front pockets can be used to hold personal items like identification cards, keys and more while the extra pocket located in the back can be used for the storage of sleek items like mobile devices. The main storage pocket also has enough room to hold your gadgets, small water bottle cables, chargers etc. This bag can fit tablets and devices with screen sizes of up to 10.5.<br>', 'WATER, DIRT & SLASH RESISTANT: This cross body bag by Dein Kleider is ideal for people who are adventurous and always on the go. Its padded storage is resistant to water, dirt and even a slash by sharp objects, so you dont have to worry about anything. This bag is durable and heavy duty, ensuring that your gadgets and valuables are safely stored.<br>', 'CRAFTED IN INDIA: Dein Kleider cross body sling is crafted with perfection by professional Indian artisans in an elegant style that makes your presence truly class apart. Its an ideal companion for a comfortable all day carry to school/college, malls, morning walk, office and meetings. It can also be easily used as travel accessory for a train or bus journey.<br>', 'Outer Material Type: Nylon']",,B084ZHP97M
https://www.amazon.in//School-school-partition-Collage-Backpack/dp/B09NNYCQ1Q/ref=sr_1_41?crid=2M096C61O4MLT&keywords=bags&qid=1685024276&sprefix=ba%2Caps%2C283&sr=8-41,URBAN CARRIER,"['Care Instructions: Hand Wash Only', 'Fit Type: Regular<br><br>', 'Fabric : Polyester, Stylish And Durable Backpack For Office School /College And Travel. Easily Accommodate A Laptop. Size: 40 Cm X 33 Cm X 25 Cm<br><br>', 'Adjustable Padded Shoulder Straps / 2 Bottle Holders / Duble stitching For Carry Havy books / Stylish look/Comfortable Shoulder starps; Padded Back Panel And Padded Shoulder Straps<br><br>', 'Suitable For : Casual Backpacks , Laptop Backpacks ,School Bags ,Office Backpacks ,College Bag ,Daypacks , Travel Backpack , Casual Bags, Backpacks , Bagpacks<br><br>', 'Color Name: Navy White; Closure Type: Zipper; Water Resistance Level: Waterproof; Age Range Description: Adult; Special Features: Laptop Compartment<br>']",,B09NNYCQ1Q
https://www.amazon.in//WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL66G55/ref=sr_1_42?crid=2M096C61O4MLT&keywords=bags&qid=1685024276&sprefix=ba%2Caps%2C283&sr=8-42,WildHorn,"['?LOTS OF STORAGE SPACE&POCKETS- This travel backpack design with multi independent pockets for large storage and organization for small items. 2 spacious main multi compartments with many hidden pockets can accommodate lots of stuffs like college supplies, travel accessories, clothes, stationery, notebook, Mesh pockets at side for water bottle and compact umbrella make your items organized and easier to find.Ideal book bag backpack for high school boys perfectly.<br>', '?DIMENSION & DURABLE MATERIAL - Size of extra large backpack:18.89 x 12.0 x 2.99 (inches), perfect to throw under your seat on an airplane when you are traveling or on business trip.Separate padded laptop compartment fits most 15.5 inch laptop /Ipad/Computer.The business computer backpack made from high quality polyester fabric shockproof with high density nylon lining for better TEAR & WATER RESISTANT and heavy duty backpack.<br>', '?MULTIPURPOSE - At checkpoint, unfolds the travel backpack freely 90-180 degrees making you quickly through the airport security and keep items tidy, exclusive designed for airplane travel. The big backpack is perfect for indoor/outdoor activities. Served as a durable laptop backpack, large school backpack for Teen Boys/Girls, large laptop bag or spacious college backpack. Perfect travel gifts for men women who like international travel, camping, hiking and overnight trip.<br>', '?SECURE& SAFE - Durable Metal Zippers,protects wallet and other items inside from thief and offers a private space.So you never have to worry about someone stealing your laptop, ipad, business file, homework and anything value, keep you a nice peace of mind. Durable metal zippers close and open smoothly, ensure a secure and long-lasting usage everyday or weekend.;Age Range Description: Adult; Pocket Description: Utility Pocket; Pattern Name: Solid; Style Name: Classic<br>', '?BREATHABLE & COMFORTABLE - Padded and breathable mesh back panel of this Backpack design help for the air convection, ventilation and heat elimination. Comfortable wide breathable mesh shoulder straps with plentiful sponge pad help relieve the stress from your shoulder. Both sides of the shoulder strap with design, can hang sunglasses and other small pendants.Premium bookbags for men also school backpack for teen boys. And it is a Ideal gifts for men women.<br>']",,B09QL66G55
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMzAwMjA3NDYyMDA2NDU6MTY4NTAyNDI3NjpzcF9tdGY6MjAxMTAxODE1MTA4OTg6OjA6Og&url=%2FMokobara-Backpack-litre-Brown-laptop%2Fdp%2FB095PC3QPV%2Fref%3Dsr_1_43_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024276%26sprefix%3Dba%252Caps%252C283%26sr%3D8-43-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,13-Jan-21,"['CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Tan, Water resistant: Yes. <br>', 'PADDED LAPTOP COMPARTMENT AND MAXED OUT STORAGE: Dimension: 29 x 14 x 41 cm, Capacity: 16L, Fits up to a 15.4” laptop <br>', 'MOST FEATURE RICH BACKPACK: Vegan leather trims, Padded shoulder straps, Easy length adjustment buckle & strap lock, Hidden expandable side water bottle pocket, Luggage sleeve <br>', 'HIDDEN MAGNETIC POCKET: Snaps close and stores your phone/passport for quick access; MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI) <br>', 'Warranty Description: 12 Months Warranty; Age Range Description: Adult; Compartment Description: Up To 16 Inches; Closure Type: Zipper; Pattern Name: Solid; Lining Description: Polyester; Color Name: Nice And Dusty <br>']",,B095PC3QPV
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMzAwMjA3NDYyMDA2NDU6MTY4NTAyNDI3NjpzcF9tdGY6MjAwNzg3NTcxNzYzMDU6OjA6Og&url=%2FHouse-Rugged-Unisex-Laptop-Backpack%2Fdp%2FB01MU76ZVF%2Fref%3Dsr_1_44_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024276%26sprefix%3Dba%252Caps%252C283%26sr%3D8-44-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,03-Jan-17,"['Outer_Material:-Cotton Canvas; Inner_Material:-Polyester; Product:-Made in India', 'Dimensions:-17 inches x 13 inches x 5 inches (Height x Width x Depth)', 'Closure:-Zipper; Wash_Care:-Spot Clean; Volume:-18 Litres', 'Laptop:-Accommodates upto 15.6 inches; Pockets:-4 External', 'Compartments:-2; Straps:-Adjustable; Waterproof:-Yes']",,B01MU76ZVF
https://www.amazon.in//Step-Backpack-Small-Water-Repellant/dp/B088XH1BP7/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1685024276&sprefix=ba%2Caps%2C283&sr=8-45,"Korrun India Pvt. Ltd, Plot No.25, P2(4&X), 1st Phase, Bidadi Industrial area, Bangalore-562109, Karnataka","['Made of multi-coated 600D polyester Material ; Water Repellent', 'Dimension: 38cm x 26cm x 14cm (LxWxH); Weight : 200 grams; Capacity: 12liters', 'Small Size backpack; Laptop Compatibility: No', 'This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more', 'With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books', '6 months limited warranty']",,B088XH1BP7
https://www.amazon.in//Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1685024276&sprefix=ba%2Caps%2C283&sr=8-46,B09CQ5T3LN,['Backpack'],,B09CQ5T3LN
https://www.amazon.in//Half-Moon-Resistant-Backpack-Compartment/dp/B0BLVQ9NTD/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1685024276&sprefix=ba%2Caps%2C283&sr=8-47,Half_Moon (AB Amazing Bags),"['MULTI-FUNCTION COMPARTMENT: HALF MOON laptop bag for men features multiple storage compartments and features for additional supplies and accessories as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more.', 'DURABLE MATERIAL: The Laptop bag for men / backpack for men has superior quality durable eco-friendly waterproof and anti-scratch polyester and this office bag for men / Laptop backpacks for men features a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities.', 'COMFORTABLE DESIGN IN LAPTOP BAG FOR MEN: Our backpack for men’s ""S"" Curve adjustable, heavily padded shoulder straps and back panel make the college bags for men comfortable to wear even when loaded with all your gear; Compact: The backpack for men / college bags for men has a roomy three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella.', 'SIZE OF LAPTOP BAG FOR MEN:18*13*10 inch(L*W*H), Capacity: The office bag for men has capacity of 35L which is bigger than others of the same style. Good size for school, camping, travel, shopping, hiking, climbing, vintage backpack for men and office bag for women.', 'OTHER FEATURES OF OFFICE BAG FOR MEN: The office bag for men and office bag for women has laptop compartment, Internal Organiser (Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc.']",,B0BLVQ9NTD
https://www.amazon.in//F-Gear-Luxur-Brown-Backpack/dp/B01F7AX9ZA/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1685024276&sprefix=ba%2Caps%2C283&sr=8-48,15-Sep-15,"['Capacity: 25 liters, Weight: 800 grams, Dimensions: 31 x 18 x 44 cm (L x W x H)']",,B01F7AX9ZA
https://www.amazon.in//Artistix-Backpack-Anti-Theft-Charging-Resistance/dp/B082PKX18C/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1685024276&sprefix=ba%2Caps%2C283&sr=8-49,"Durant International. Address : GIDC Lodhika, Rajkot-360021, Gujarat. Customer Care : 9809804990","['Fit Type: Western', 'MATERIAL: High Density Nylon, Water Resistance. Dimension: L x W x H (46 x 30 x 14 cm). Capacity: 25 Litres. No. of compartment: 1', 'FRONT STASH POCKET for small book, documents, goggle, medicines etc. TROLLEY CASE for easy to carry. AIR MESH and PU FOAM- BACK PADDING give extreme comfort. Reflective in front for night safety.', 'USB CHARGING PORT. Extended out charging port allows you to charge your phone while you are on the move. With an attached charging dock, you may connect a portable power bank with ease. 12 Months Warranty']",,B082PKX18C
https://www.amazon.in//Half-Moon-Trekking-Bags-Compartment/dp/B08PSX1LN9/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1685024276&sprefix=ba%2Caps%2C283&sr=8-50,AB Amazing Bags,"['ROOMY ENOUGH BACKPACK FOR MEN: This laptop bag for men is ultra lightweight comes with three main compartments having the capacity of approx 45 Ltr, big enough to carry laptop of all sizes, books, clothes, camping gear; 3 main compartments to store all your essentials and 1 small front pocket to carry small accessories. It also features an Internal Organiser (small pockets inside a office bag for men / office bag for women).', 'COMFORTABLE TRAVEL : This backpack for men has Honeycomb padded structure which helps you travelling comfortably all day long, provides proper air circulation while in summer also to prevent you feel more relax. The laptop bag for men comes with Chest Strap, Hip Belt, Straight Shaped Straps structure which fits on your shoulders very comfortably makes you lift heavy objects easily. CAPACITY : 45L; Weight: 0.7kg ; Dimensions: 56x36x25cm ; Utility: Ideal for Travel, Hiking, Trekking & Camping.', 'OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women has Rain Cover, Internal Organiser (Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps), 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc.', 'QUALITY OF BACKPACK FOR MEN: A major problem in many rucksack/office bag for men is that it get torn between your journey but this laptop bag for men is strong enough to hold even the heaviest of your items without any problem. It is made up of a strong polyester material, is stitched properly, and is bartacked on every pressure point for extra strength.', 'OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women has Back Padding, Chest Strap, Earphone Cord Support, Unique Design, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Padded Shoulder Strap, Breathable Mesh etc.']",,B08PSX1LN9
https://www.amazon.in//Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1685024276&sprefix=ba%2Caps%2C283&sr=8-51,"Korrun India Pvt. Ltd, Plot No.25, P2(4&X), 1st Phase, Bidadi Industrial area, Bangalore-562109, Karnataka","['Made of multi-coated 600D polyester Material ; Water Repellent', 'Dimension: 26cm x 38cm x 14cm (LxWxH); Weight : 200 grams; Capacity: 12liters', 'Small Size backpack; Laptop Compatibility: No', 'This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more', 'With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books', '6 months limited warranty']",,B088XB5XY8
https://www.amazon.in//Zipline-Nexa-Resistant-Bagpack-Backpack/dp/B08WQ668WJ/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1685024276&sprefix=ba%2Caps%2C283&sr=8-52,Atulitu Agency,"['A super-slim backpack for men design, trendy looks and durable construction - this stylish 36 L backpack from ZIPLINE has got everything that will complement your youthful personality.This college bag has spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design of this school bag for boys are crafted from polyester, this medium school bag is sturdy enough to withstand regular wear and tear gracefully.', 'Zipline laptop bag for men features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this school bag for boys can be easily adjusted according to your liking. Spacious backpack is featuring with four pockets and three main compartments all with speciality zippers, this office bag for men offers you enough space to carry your books, files, travel accessories, stationery, keys and mobile accessories. It comes with the ZIPLINE promise of quality.', ""The lighter your college Bag, the more you’ll enjoy hiking. With this in mind, we've ensured that the Zipline college bag weighs very light, and does not add extra weight to your back."", 'The Zipline school bag has been provided with a bouncy mesh that prevents sweatiness by allowing air flow. The padded back panel of this school bag and shoulder straps helps make carrying heavier loads easier and more comfortable.', 'Highly Durable and Water Resistant fabric have been used in this school bag for boys']",,B08WQ668WJ
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMzAwMjA3NDYyMDA2NDU6MTY4NTAyNDI3NjpzcF9idGY6MjAwNjM3ODQ0NTgyOTg6OjA6Og&url=%2Fuppercase-Backpack-1600EBP1-repellent-sustainable%2Fdp%2FB0B5N9TY9C%2Fref%3Dsr_1_53_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024276%26sprefix%3Dba%252Caps%252C283%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Acefour Accessories Pvt. Ltd.,"['Padded laptop compartment fits up to 14 inch laptop, Front Access pocket & Back padding with Air mesh']",,B0B5N9TY9C
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMzAwMjA3NDYyMDA2NDU6MTY4NTAyNDI3NjpzcF9idGY6MjAxNDU4NDUxNDY2OTg6OjA6Og&url=%2FHalf-Moon-Resistant-Backpack-Compartment%2Fdp%2FB0BYXNWNZ3%2Fref%3Dsr_1_54_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024276%26sprefix%3Dba%252Caps%252C283%26sr%3D8-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Half_Moon,"['Compatible With 15.6"""" Laptop : This Half Moon Vision laptop bag for men fits up to 15.6 inch laptop. Dimensions of office bag for men: 34cm x 15cm x 45.5cm; Weight: 453g.', 'High Quality, Durable and Water Repellent Fabric : This office bag for men / office bag for women features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items.', 'Convenient Travel : The Laptop backpack for men has an adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use.', 'Conveniently Placed Padded Laptop Compartments and Packets : The laptop bag for men has an padded interior that helps protect notebooks and important items. Quick access zippered front pocket for added storage. The laptop backpack for men has a quilted back panel which makes it comfortable for all-day use.', 'High Quality, Casual yet Stylish Design : The laptop bag for men is very attractive and perfect for school, travel and outdoor activities. The perfect office bag for men / office bag for women for those needing stylish all-day protection for their laptop.']",,B0BYXNWNZ3
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxODg4NTY0MjMyMzA3MDQyOjE2ODUwMjQyNzk6c3BfYXRmX25leHQ6MjAwNjM3ODQ0NTgzOTg6OjA6Og&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B69M182Q%2Fref%3Dsr_1_49_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024279%26sprefix%3Dba%252Caps%252C283%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Acefour Accessories Pvt. Ltd.,['Handcrafted with care and made up of premium quality robust material'],,B0B69M182Q
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxODg4NTY0MjMyMzA3MDQyOjE2ODUwMjQyNzk6c3BfYXRmX25leHQ6MjAxMjU4OTk5MjA2OTg6OjA6Og&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BWNBQXDZ%2Fref%3Dsr_1_50_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024279%26sprefix%3Dba%252Caps%252C283%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Acefour Accessories Pvt. Ltd.,"['Care Instructions: Wipe with Damp Cloth', 'Handcrafted with care and made up of premium quality robust material', 'Padded laptop compartment fits up to 15.6"" Laptop, Back padding with Air mesh; Front access pocket for you to easily carry important small items with a bottle holder on the side', 'Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Top Slip In Pocket', 'GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty']",,B0BWNBQXDZ
https://www.amazon.in//TRUE-Emperor-Anti-Theft-backpack-charging/dp/B0BYB631NR/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1685024279&sprefix=ba%2Caps%2C283&sr=8-51,Rama luxury store,"['Care Instructions: Wipe with Dry Cloth', 'PREMIUM MATERIAL: Made from high quality, Premium quality smooth zippers, pullers, buckles.', 'Superior & Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different laptop brands.', 'USB FEATURE : External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices.']",,B0BYB631NR
https://www.amazon.in//NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QQZYN/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1685024279&sprefix=ba%2Caps%2C283&sr=8-52,SHABA BAGS,"['Care Instructions: Machine Wash', 'Sleek, Stylish and Premium: Heavy duty ultra premium bag with exterior dimensions 44x29x15 cms. Made of Durable Polyester Fabric with Double zippers. sturdy durable, scratch resistant.; Multi Utility Bag: It is not only a student backpack, but also can be used as a business/work backpack, travelling, office, computer bag, hiking bag, daily bag and a lot more.', 'Storage Space: There is a separate laptop compartment inside the backpack that can hold upto 15.6 inches laptop. The internal packaging compartment and external pockets can hold daily necessities, keeping your items organized and easier to find.', 'Quick Storage: The front and side zipper pockets of the backpack are convenient for storing tablets, diaries, pens and pencils, smartphones, cards, change, etc. The side pockets of the backpack are convenient for storing compact umbrellas and other small items.']",,B0BS6QQZYN
https://www.amazon.in//Genie-Glitter-Backpack-Women-compartments/dp/B097JHQH13/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1685024279&sprefix=ba%2Caps%2C283&sr=8-53,Safari,"['Made with High Quality fabric. Outer material: Nylon Twill - Soft, Durable and Water Resistant. Capacity: 36 liters, Dimensions: 48 x 33 x 23 cm Warranty: 12 months', '3 Spacious compartment: Store your Books, Stationary, Accessories, Lunch boxes, etc. It will store plenty of items. Laptop Sleeve: Ensure that your laptop is stored separately and Securely! Organizer: Keep every single item separately in an arranged manner, with the help of our organizer. 2 side pocket: For holding water bottle, clipping pens or pencil or storing other items. 1 Front Pocket: Easily accessible. To keep all your essentials such as wallet, ticket, cosmetics.', ""Easy grab padded handle: For added comfort and convinience to hold the bag. Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!"", 'Light Weight yet Durable to resist the weight of textbooks, stationary, lunch boxes. Can store all your college or office stationary, without any hassle.', ""Stylish & Cute: This bag is designed for those Millennials and GenZ, who aren't afraid to compromise on Utility or Fashion! It is a perfect, small bag to carry all the daily essentials while using it as a trendy accessory, or a travel bag or as a college backpack.""]",,B097JHQH13
https://www.amazon.in//Nivia-6853-Polyester-Basic-Duffle/dp/B07FWQ9HRV/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1685024279&sprefix=ba%2Caps%2C283&sr=8-54,No,"['Strong stitching at major stress points provide long-lasting durability against daily activities', 'Adjustable shoulder strap', 'Main large compartment with double zip closure', 'High quality double zippers, easy to access', 'Highly water-resistant finish to save inner items from water splashes']",,B07FWQ9HRV
https://www.amazon.in//Nivia-5183-Polyester-Duffle-Medium/dp/B071KNXQ7Y/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1685024279&sprefix=ba%2Caps%2C283&sr=8-55,No,"['Highly water-resistant finish to save inner items from water splashes', 'Adjustable shoulder strap', 'Top grab handle', 'Optimum quality of accessories and zipper for smoother functioning and high durability', 'Durable zippers and enhanced by strong stitching at major stress points provide long-lasting durability against daily activities']",,B071KNXQ7Y
